relationship_id,person_id_a,person_id_b,relationship_type,directed,strength,source,description
REL0000206,P00161,P07374,coworker,false,0.75,shared_team,两人在 Synthetic Office 03811 @ 15 Allstate Parkway 的同一工作团队任职。
REL0000207,P00162,P00260,coworker,false,0.66,shared_team,两人在 Synthetic Commercial 05036 @ OSM commercial W659422197 的同一工作团队任职。
REL0000208,P00162,P02126,coworker,false,0.81,shared_team,两人在 Synthetic Commercial 05036 @ OSM commercial W659422197 的同一工作团队任职。
REL0000209,P00164,P00749,coworker,false,0.79,shared_team,两人在 Synthetic Office 04441 @ OSM office W55647680 的同一工作团队任职。
REL0000210,P00167,P02781,coworker,false,0.60,shared_team,两人在 Synthetic Commercial 02656 @ OSM commercial W1099743736 的同一工作团队任职。
REL0000211,P00168,P05763,coworker,false,0.63,shared_team,两人在 Synthetic Commercial 05461 @ OSM commercial W661292604 的同一工作团队任职。
REL0000212,P00168,P07983,coworker,false,0.81,shared_team,两人在 Synthetic Commercial 05461 @ OSM commercial W661292604 的同一工作团队任职。
REL0000213,P00169,P00912,coworker,false,0.48,shared_team,两人在 Synthetic Commercial 06327 @ OSM commercial W704634881 的同一工作团队任职。
REL0000214,P00169,P09064,coworker,false,0.57,shared_team,两人在 Synthetic Commercial 06327 @ OSM commercial W704634881 的同一工作团队任职。
REL0000215,P00170,P03039,coworker,false,0.77,shared_team,两人在 Synthetic Commercial 04074 @ Desjardins Financial Security 的同一工作团队任职。
REL0000216,P00170,P03097,coworker,false,0.70,shared_team,两人在 Synthetic Commercial 04074 @ Desjardins Financial Security 的同一工作团队任职。
REL0000217,P00170,P04356,coworker,false,0.61,shared_team,两人在 Synthetic Commercial 04074 @ Desjardins Financial Security 的同一工作团队任职。
REL0000218,P00170,P04876,coworker,false,0.53,shared_team,两人在 Synthetic Commercial 04074 @ Desjardins Financial Security 的同一工作团队任职。
REL0000219,P00170,P07702,coworker,false,0.49,shared_team,两人在 Synthetic Commercial 04074 @ Desjardins Financial Security 的同一工作团队任职。
REL0000220,P00170,P09360,coworker,false,0.78,shared_team,两人在 Synthetic Commercial 04074 @ Desjardins Financial Security 的同一工作团队任职。
REL0000221,P00172,P01167,coworker,false,0.80,shared_team,两人在 Synthetic Hotel 04039 @ Embassy Suites 的同一工作团队任职。
REL0000222,P00172,P01335,coworker,false,0.52,shared_team,两人在 Synthetic Hotel 04039 @ Embassy Suites 的同一工作团队任职。
REL0000223,P00172,P04935,coworker,false,0.77,shared_team,两人在 Synthetic Hotel 04039 @ Embassy Suites 的同一工作团队任职。
REL0000224,P00172,P05637,coworker,false,0.78,shared_team,两人在 Synthetic Hotel 04039 @ Embassy Suites 的同一工作团队任职。
REL0000225,P00172,P08345,coworker,false,0.52,shared_team,两人在 Synthetic Hotel 04039 @ Embassy Suites 的同一工作团队任职。
REL0000226,P00172,P08839,coworker,false,0.56,shared_team,两人在 Synthetic Hotel 04039 @ Embassy Suites 的同一工作团队任职。
REL0000227,P00172,P09116,coworker,false,0.47,shared_team,两人在 Synthetic Hotel 04039 @ Embassy Suites 的同一工作团队任职。
REL0000228,P00173,P06940,coworker,false,0.60,shared_team,两人在 Synthetic Office 06008 @ 1446 Don Mills Road 的同一工作团队任职。
REL0000229,P00175,P01927,coworker,false,0.66,shared_team,两人在 Synthetic Hotel 03322 @ Shangri-La 的同一工作团队任职。
REL0000230,P00175,P03448,coworker,false,0.48,shared_team,两人在 Synthetic Hotel 03322 @ Shangri-La 的同一工作团队任职。
REL0000231,P00175,P03880,coworker,false,0.80,shared_team,两人在 Synthetic Hotel 03322 @ Shangri-La 的同一工作团队任职。
REL0000232,P00175,P04198,coworker,false,0.54,shared_team,两人在 Synthetic Hotel 03322 @ Shangri-La 的同一工作团队任职。
REL0000233,P00175,P04249,coworker,false,0.81,shared_team,两人在 Synthetic Hotel 03322 @ Shangri-La 的同一工作团队任职。
REL0000234,P00175,P07609,coworker,false,0.69,shared_team,两人在 Synthetic Hotel 03322 @ Shangri-La 的同一工作团队任职。
REL0000235,P00175,P09303,coworker,false,0.49,shared_team,两人在 Synthetic Hotel 03322 @ Shangri-La 的同一工作团队任职。
REL0000236,P00179,P03019,coworker,false,0.46,shared_team,两人在 Synthetic Commercial 02707 @ Padulo Building 的同一工作团队任职。
REL0000237,P00179,P03640,coworker,false,0.73,shared_team,两人在 Synthetic Commercial 02707 @ Padulo Building 的同一工作团队任职。
REL0000238,P00179,P06898,coworker,false,0.69,shared_team,两人在 Synthetic Commercial 02707 @ Padulo Building 的同一工作团队任职。
REL0000239,P00179,P07713,coworker,false,0.55,shared_team,两人在 Synthetic Commercial 02707 @ Padulo Building 的同一工作团队任职。
REL0000240,P00179,P09878,coworker,false,0.49,shared_team,两人在 Synthetic Commercial 02707 @ Padulo Building 的同一工作团队任职。
REL0000241,P00182,P01810,coworker,false,0.50,shared_team,两人在 Synthetic Commercial 05404 @ OSM commercial W661077890 的同一工作团队任职。
REL0000242,P00184,P02759,coworker,false,0.71,shared_team,两人在 Synthetic Commercial 02929 @ Markland Wood Golf Club 的同一工作团队任职。
REL0000243,P00184,P06325,coworker,false,0.71,shared_team,两人在 Synthetic Commercial 02929 @ Markland Wood Golf Club 的同一工作团队任职。
REL0000244,P00184,P07173,coworker,false,0.77,shared_team,两人在 Synthetic Commercial 02929 @ Markland Wood Golf Club 的同一工作团队任职。
REL0000245,P00187,P00326,coworker,false,0.53,shared_team,两人在 Synthetic Commercial 05291 @ 5001 Yonge Street 的同一工作团队任职。
REL0000246,P00187,P00594,coworker,false,0.58,shared_team,两人在 Synthetic Commercial 05291 @ 5001 Yonge Street 的同一工作团队任职。
REL0000247,P00189,P01442,coworker,false,0.47,shared_team,两人在 Synthetic Commercial 03111 @ Akron Medical Centre 的同一工作团队任职。
REL0000248,P00189,P01888,coworker,false,0.56,shared_team,两人在 Synthetic Commercial 03111 @ Akron Medical Centre 的同一工作团队任职。
REL0000249,P00189,P05679,coworker,false,0.67,shared_team,两人在 Synthetic Commercial 03111 @ Akron Medical Centre 的同一工作团队任职。
REL0000250,P00189,P05692,coworker,false,0.50,shared_team,两人在 Synthetic Commercial 03111 @ Akron Medical Centre 的同一工作团队任职。
REL0000251,P00189,P08509,coworker,false,0.53,shared_team,两人在 Synthetic Commercial 03111 @ Akron Medical Centre 的同一工作团队任职。
REL0000252,P00189,P09512,coworker,false,0.75,shared_team,两人在 Synthetic Commercial 03111 @ Akron Medical Centre 的同一工作团队任职。
REL0000253,P00190,P00762,coworker,false,0.49,shared_team,两人在 Synthetic Hotel 02992 @ Parkside Student Residence 的同一工作团队任职。
REL0000254,P00190,P01479,coworker,false,0.79,shared_team,两人在 Synthetic Hotel 02992 @ Parkside Student Residence 的同一工作团队任职。
REL0000255,P00190,P05110,coworker,false,0.60,shared_team,两人在 Synthetic Hotel 02992 @ Parkside Student Residence 的同一工作团队任职。
REL0000256,P00190,P05409,coworker,false,0.55,shared_team,两人在 Synthetic Hotel 02992 @ Parkside Student Residence 的同一工作团队任职。
REL0000257,P00190,P05622,coworker,false,0.63,shared_team,两人在 Synthetic Hotel 02992 @ Parkside Student Residence 的同一工作团队任职。
REL0000258,P00190,P09402,coworker,false,0.57,shared_team,两人在 Synthetic Hotel 02992 @ Parkside Student Residence 的同一工作团队任职。
REL0000259,P00190,P09942,coworker,false,0.46,shared_team,两人在 Synthetic Hotel 02992 @ Parkside Student Residence 的同一工作团队任职。
REL0000260,P00195,P00793,coworker,false,0.58,shared_team,两人在 Synthetic University 02382 @ Worksafe Forklift 的同一工作团队任职。
REL0000261,P00195,P04293,coworker,false,0.71,shared_team,两人在 Synthetic University 02382 @ Worksafe Forklift 的同一工作团队任职。
REL0000262,P00197,P07854,coworker,false,0.59,shared_team,两人在 Synthetic Office 04543 @ 905 King Street West 的同一工作团队任职。
REL0000263,P00198,P01705,coworker,false,0.67,shared_team,两人在 Synthetic University 02984 @ Woodsworth College 的同一工作团队任职。
REL0000264,P00198,P02630,coworker,false,0.68,shared_team,两人在 Synthetic University 02984 @ Woodsworth College 的同一工作团队任职。
REL0000265,P00198,P07709,coworker,false,0.76,shared_team,两人在 Synthetic University 02984 @ Woodsworth College 的同一工作团队任职。
REL0000266,P00204,P07916,coworker,false,0.59,shared_team,两人在 Synthetic Office 01242 @ Rothmans 的同一工作团队任职。
REL0000267,P00205,P08031,coworker,false,0.76,shared_team,两人在 Synthetic Commercial 04977 @ OSM commercial W659138583 的同一工作团队任职。
REL0000268,P00208,P01277,coworker,false,0.65,shared_team,两人在 Synthetic Commercial 06089 @ OSM commercial W676111885 的同一工作团队任职。
REL0000269,P00208,P04369,coworker,false,0.80,shared_team,两人在 Synthetic Commercial 06089 @ OSM commercial W676111885 的同一工作团队任职。
REL0000270,P00208,P05224,coworker,false,0.66,shared_team,两人在 Synthetic Commercial 06089 @ OSM commercial W676111885 的同一工作团队任职。
REL0000271,P00209,P06507,coworker,false,0.62,shared_team,两人在 Synthetic Hotel 03086 @ Sandman Hotel Toronto Airport 的同一工作团队任职。
REL0000272,P00209,P09056,coworker,false,0.75,shared_team,两人在 Synthetic Hotel 03086 @ Sandman Hotel Toronto Airport 的同一工作团队任职。
REL0000273,P00217,P07925,coworker,false,0.73,shared_team,两人在 Synthetic Commercial 04584 @ OSM commercial W58431314 的同一工作团队任职。
REL0000274,P00218,P09590,coworker,false,0.75,shared_team,两人在 Synthetic Cafe 00298 @ Gong Cha 的同一工作团队任职。
REL0000275,P00220,P03622,coworker,false,0.53,shared_team,两人在 Synthetic Commercial 05080 @ 227 Finchdene Square 的同一工作团队任职。
REL0000276,P00220,P05118,coworker,false,0.58,shared_team,两人在 Synthetic Commercial 05080 @ 227 Finchdene Square 的同一工作团队任职。
REL0000277,P00221,P00845,coworker,false,0.81,shared_team,两人在 Synthetic Office 03964 @ College Square 的同一工作团队任职。
REL0000278,P00221,P01903,coworker,false,0.49,shared_team,两人在 Synthetic Office 03964 @ College Square 的同一工作团队任职。
REL0000279,P00221,P09632,coworker,false,0.57,shared_team,两人在 Synthetic Office 03964 @ College Square 的同一工作团队任职。
REL0000280,P00223,P01620,coworker,false,0.80,shared_team,两人在 Synthetic Commercial 05121 @ OSM commercial W659581419 的同一工作团队任职。
REL0000281,P00226,P01596,coworker,false,0.61,shared_team,两人在 Synthetic Commercial 06607 @ Danforth Avenue 的同一工作团队任职。
REL0000282,P00226,P06728,coworker,false,0.68,shared_team,两人在 Synthetic Commercial 06607 @ Danforth Avenue 的同一工作团队任职。
REL0000283,P00228,P02203,coworker,false,0.61,shared_team,两人在 Synthetic Office 03952 @ 415 Yonge Street 的同一工作团队任职。
REL0000284,P00228,P02827,coworker,false,0.46,shared_team,两人在 Synthetic Office 03952 @ 415 Yonge Street 的同一工作团队任职。
REL0000285,P00228,P03117,coworker,false,0.60,shared_team,两人在 Synthetic Office 03952 @ 415 Yonge Street 的同一工作团队任职。
REL0000286,P00228,P06917,coworker,false,0.67,shared_team,两人在 Synthetic Office 03952 @ 415 Yonge Street 的同一工作团队任职。
REL0000287,P00228,P08731,coworker,false,0.49,shared_team,两人在 Synthetic Office 03952 @ 415 Yonge Street 的同一工作团队任职。
REL0000288,P00228,P09085,coworker,false,0.77,shared_team,两人在 Synthetic Office 03952 @ 415 Yonge Street 的同一工作团队任职。
REL0000289,P00231,P03509,coworker,false,0.52,shared_team,两人在 Synthetic University 00276 @ Medix College 的同一工作团队任职。
REL0000290,P00232,P09468,coworker,false,0.52,shared_team,两人在 Synthetic Commercial 06381 @ OSM commercial W705170964 的同一工作团队任职。
REL0000291,P00233,P05599,coworker,false,0.62,shared_team,两人在 Synthetic Office 04837 @ Royal Bank Building 的同一工作团队任职。
REL0000292,P00233,P06601,coworker,false,0.65,shared_team,两人在 Synthetic Office 04837 @ Royal Bank Building 的同一工作团队任职。
REL0000293,P00233,P08374,coworker,false,0.48,shared_team,两人在 Synthetic Office 04837 @ Royal Bank Building 的同一工作团队任职。
REL0000294,P00234,P07723,coworker,false,0.48,shared_team,两人在 Synthetic Industrial 02650 @ OSM industrial W1091080136 的同一工作团队任职。
REL0000295,P00236,P00487,coworker,false,0.70,shared_team,两人在 Synthetic Commercial 04727 @ OSM commercial W599480360 的同一工作团队任职。
REL0000296,P00236,P01207,coworker,false,0.65,shared_team,两人在 Synthetic Commercial 04727 @ OSM commercial W599480360 的同一工作团队任职。
REL0000297,P00236,P01516,coworker,false,0.78,shared_team,两人在 Synthetic Commercial 04727 @ OSM commercial W599480360 的同一工作团队任职。
REL0000298,P00236,P02148,coworker,false,0.81,shared_team,两人在 Synthetic Commercial 04727 @ OSM commercial W599480360 的同一工作团队任职。
REL0000299,P00236,P09706,coworker,false,0.73,shared_team,两人在 Synthetic Commercial 04727 @ OSM commercial W599480360 的同一工作团队任职。
REL0000300,P00239,P00601,coworker,false,0.59,shared_team,两人在 Synthetic Hotel 03245 @ 188 University Avenue 的同一工作团队任职。
REL0000301,P00239,P04242,coworker,false,0.66,shared_team,两人在 Synthetic Hotel 03245 @ 188 University Avenue 的同一工作团队任职。
REL0000302,P00239,P05719,coworker,false,0.50,shared_team,两人在 Synthetic Hotel 03245 @ 188 University Avenue 的同一工作团队任职。
REL0000303,P00239,P05790,coworker,false,0.62,shared_team,两人在 Synthetic Hotel 03245 @ 188 University Avenue 的同一工作团队任职。
REL0000304,P00239,P07613,coworker,false,0.50,shared_team,两人在 Synthetic Hotel 03245 @ 188 University Avenue 的同一工作团队任职。
REL0000305,P00239,P07703,coworker,false,0.63,shared_team,两人在 Synthetic Hotel 03245 @ 188 University Avenue 的同一工作团队任职。
REL0000306,P00239,P09523,coworker,false,0.68,shared_team,两人在 Synthetic Hotel 03245 @ 188 University Avenue 的同一工作团队任职。
